run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail,arm
create-confirm-b1,250,LINK,warmup,0,completed,250,7888417,success,,none
create-confirm-b1,250,LINK,warmup,1,completed,250,1049542,success,,none
create-confirm-b1,250,LINK,warmup,2,completed,250,1009333,success,,none
create-confirm-b1,250,LINK,warmup,3,completed,250,736333,success,,none
create-confirm-b1,250,LINK,warmup,4,completed,250,676250,success,,none
create-confirm-b1,250,LINK,measure,0,completed,250,733542,success,,none
create-confirm-b1,250,LINK,measure,1,completed,250,765833,success,,none
create-confirm-b1,250,LINK,measure,2,completed,250,713083,success,,none
create-confirm-b1,250,LINK,measure,3,completed,250,641250,success,,none
create-confirm-b1,250,LINK,measure,4,completed,250,714083,success,,none
create-confirm-b1,250,LINK,measure,5,completed,250,749375,success,,none
create-confirm-b1,250,LINK,measure,6,completed,250,611625,success,,none
create-confirm-b1,250,LINK,measure,7,completed,250,638125,success,,none
create-confirm-b1,250,LINK,measure,8,completed,250,693541,success,,none
create-confirm-b1,250,LINK,measure,9,completed,250,826416,success,,none
create-confirm-b1,250,LINK,measure,10,completed,250,647084,success,,none
create-confirm-b1,250,LINK,measure,11,completed,250,585333,success,,none
create-confirm-b1,250,LINK,measure,12,completed,250,555625,success,,none
create-confirm-b1,250,LINK,measure,13,completed,250,557500,success,,none
create-confirm-b1,250,LINK,measure,14,completed,250,567958,success,,none
create-confirm-b1,250,LINK,measure,15,completed,250,539792,success,,none
create-confirm-b1,250,LINK,measure,16,completed,250,520084,success,,none
create-confirm-b1,250,LINK,measure,17,completed,250,574541,success,,none
create-confirm-b1,250,LINK,measure,18,completed,250,564958,success,,none
create-confirm-b1,250,LINK,measure,19,completed,250,544750,success,,none
create-confirm-b1,250,LIST,warmup,0,completed,250,4308291,success,,none
create-confirm-b1,250,LIST,warmup,1,completed,250,2869459,success,,none
create-confirm-b1,250,LIST,warmup,2,completed,250,2502584,success,,none
create-confirm-b1,250,LIST,warmup,3,completed,250,2745000,success,,none
create-confirm-b1,250,LIST,warmup,4,completed,250,2776625,success,,none
create-confirm-b1,250,LIST,measure,0,completed,250,2451958,success,,none
create-confirm-b1,250,LIST,measure,1,completed,250,2519625,success,,none
create-confirm-b1,250,LIST,measure,2,completed,250,2274250,success,,none
create-confirm-b1,250,LIST,measure,3,completed,250,2210333,success,,none
create-confirm-b1,250,LIST,measure,4,completed,250,2256041,success,,none
create-confirm-b1,250,LIST,measure,5,completed,250,2233625,success,,none
create-confirm-b1,250,LIST,measure,6,completed,250,2424208,success,,none
create-confirm-b1,250,LIST,measure,7,completed,250,2471167,success,,none
create-confirm-b1,250,LIST,measure,8,completed,250,3056208,success,,none
create-confirm-b1,250,LIST,measure,9,completed,250,2625542,success,,none
create-confirm-b1,250,LIST,measure,10,completed,250,2345416,success,,none
create-confirm-b1,250,LIST,measure,11,completed,250,2529416,success,,none
create-confirm-b1,250,LIST,measure,12,completed,250,2208875,success,,none
