run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail
screen-corrected-01,1000,SAVE,measure,15,completed,1000,4841792,success,
screen-corrected-01,1000,SAVE,measure,16,completed,1000,5347417,success,
screen-corrected-01,1000,SAVE,measure,17,completed,1000,5440042,success,
screen-corrected-01,1000,SAVE,measure,18,completed,1000,5134625,success,
screen-corrected-01,1000,SAVE,measure,19,completed,1000,4967750,success,
screen-corrected-01,1000,CREATE,warmup,0,completed,1000,1478211708,success,
screen-corrected-01,1000,CREATE,warmup,1,completed,1001,1450437625,success,
screen-corrected-01,1000,CREATE,measure,0,completed,1002,1506438208,success,
screen-corrected-01,1000,CREATE,measure,1,completed,1003,1455268834,success,
screen-corrected-01,1000,CREATE,measure,2,completed,1004,1438825625,success,
screen-corrected-01,1000,CREATE,measure,3,completed,1005,1438192791,success,
screen-corrected-01,1000,CREATE,measure,4,completed,1006,1438493500,success,
screen-corrected-01,3000,LINK,warmup,0,completed,3000,3659916,success,
screen-corrected-01,3000,LINK,warmup,1,completed,3000,2423958,success,
screen-corrected-01,3000,LINK,warmup,2,completed,3000,2229875,success,
screen-corrected-01,3000,LINK,warmup,3,completed,3000,2099292,success,
screen-corrected-01,3000,LINK,warmup,4,completed,3000,2197875,success,
screen-corrected-01,3000,LINK,measure,0,completed,3000,2171458,success,
screen-corrected-01,3000,LINK,measure,1,completed,3000,2923958,success,
screen-corrected-01,3000,LINK,measure,2,completed,3000,2650209,success,
screen-corrected-01,3000,LINK,measure,3,completed,3000,4086000,success,
screen-corrected-01,3000,LINK,measure,4,completed,3000,2981166,success,
screen-corrected-01,3000,LINK,measure,5,completed,3000,2391375,success,
screen-corrected-01,3000,LINK,measure,6,completed,3000,2212125,success,
screen-corrected-01,3000,LINK,measure,7,completed,3000,2119834,success,
screen-corrected-01,3000,LINK,measure,8,completed,3000,2159791,success,
screen-corrected-01,3000,LINK,measure,9,completed,3000,2100833,success,
screen-corrected-01,3000,LINK,measure,10,completed,3000,2095250,success,
screen-corrected-01,3000,LINK,measure,11,completed,3000,2023375,success,
screen-corrected-01,3000,LINK,measure,12,completed,3000,2033166,success,
screen-corrected-01,3000,LINK,measure,13,completed,3000,2095208,success,
screen-corrected-01,3000,LINK,measure,14,completed,3000,2082000,success,
