run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail,arm
create-confirm-r2-a2,250,LINK,warmup,0,completed,250,8245917,success,,none
create-confirm-r2-a2,250,LINK,warmup,1,completed,250,1054833,success,,none
create-confirm-r2-a2,250,LINK,warmup,2,completed,250,820709,success,,none
create-confirm-r2-a2,250,LINK,warmup,3,completed,250,704167,success,,none
create-confirm-r2-a2,250,LINK,warmup,4,completed,250,702375,success,,none
create-confirm-r2-a2,250,LINK,measure,0,completed,250,668458,success,,none
create-confirm-r2-a2,250,LINK,measure,1,completed,250,702458,success,,none
create-confirm-r2-a2,250,LINK,measure,2,completed,250,659625,success,,none
create-confirm-r2-a2,250,LINK,measure,3,completed,250,646084,success,,none
create-confirm-r2-a2,250,LINK,measure,4,completed,250,615375,success,,none
create-confirm-r2-a2,250,LINK,measure,5,completed,250,625917,success,,none
create-confirm-r2-a2,250,LINK,measure,6,completed,250,644417,success,,none
create-confirm-r2-a2,250,LINK,measure,7,completed,250,707250,success,,none
create-confirm-r2-a2,250,LINK,measure,8,completed,250,911708,success,,none
create-confirm-r2-a2,250,LINK,measure,9,completed,250,706750,success,,none
create-confirm-r2-a2,250,LINK,measure,10,completed,250,598334,success,,none
create-confirm-r2-a2,250,LINK,measure,11,completed,250,583209,success,,none
create-confirm-r2-a2,250,LINK,measure,12,completed,250,582125,success,,none
create-confirm-r2-a2,250,LINK,measure,13,completed,250,583375,success,,none
create-confirm-r2-a2,250,LINK,measure,14,completed,250,601833,success,,none
create-confirm-r2-a2,250,LINK,measure,15,completed,250,594291,success,,none
create-confirm-r2-a2,250,LINK,measure,16,completed,250,570792,success,,none
create-confirm-r2-a2,250,LINK,measure,17,completed,250,580166,success,,none
create-confirm-r2-a2,250,LINK,measure,18,completed,250,590042,success,,none
create-confirm-r2-a2,250,LINK,measure,19,completed,250,741625,success,,none
create-confirm-r2-a2,250,LIST,warmup,0,completed,250,4247333,success,,none
create-confirm-r2-a2,250,LIST,warmup,1,completed,250,2919792,success,,none
create-confirm-r2-a2,250,LIST,warmup,2,completed,250,2527792,success,,none
create-confirm-r2-a2,250,LIST,warmup,3,completed,250,2842167,success,,none
create-confirm-r2-a2,250,LIST,warmup,4,completed,250,2946750,success,,none
create-confirm-r2-a2,250,LIST,measure,0,completed,250,2979916,success,,none
create-confirm-r2-a2,250,LIST,measure,1,completed,250,2618791,success,,none
create-confirm-r2-a2,250,LIST,measure,2,completed,250,2444500,success,,none
create-confirm-r2-a2,250,LIST,measure,3,completed,250,2511250,success,,none
create-confirm-r2-a2,250,LIST,measure,4,completed,250,2510292,success,,none
create-confirm-r2-a2,250,LIST,measure,5,completed,250,2511375,success,,none
create-confirm-r2-a2,250,LIST,measure,6,completed,250,2365167,success,,none
create-confirm-r2-a2,250,LIST,measure,7,completed,250,2426250,success,,none
create-confirm-r2-a2,250,LIST,measure,8,completed,250,2462333,success,,none
create-confirm-r2-a2,250,LIST,measure,9,completed,250,2853583,success,,none
create-confirm-r2-a2,250,LIST,measure,10,completed,250,2751083,success,,none
create-confirm-r2-a2,250,LIST,measure,11,completed,250,2602417,success,,none
create-confirm-r2-a2,250,LIST,measure,12,completed,250,2596750,success,,none
create-confirm-r2-a2,250,LIST,measure,13,completed,250,2518167,success,,none
create-confirm-r2-a2,250,LIST,measure,14,completed,250,3378042,success,,none
create-confirm-r2-a2,250,LIST,measure,15,completed,250,2828334,success,,none
create-confirm-r2-a2,250,LIST,measure,16,completed,250,3098250,success,,none
create-confirm-r2-a2,250,LIST,measure,17,completed,250,2446833,success,,none
create-confirm-r2-a2,250,LIST,measure,18,completed,250,2700959,success,,none
create-confirm-r2-a2,250,LIST,measure,19,completed,250,2492709,success,,none
create-confirm-r2-a2,250,SAVE,warmup,0,completed,250,19236083,success,,none
create-confirm-r2-a2,250,SAVE,warmup,1,completed,250,6925958,success,,none
create-confirm-r2-a2,250,SAVE,warmup,2,completed,250,7401417,success,,none
create-confirm-r2-a2,250,SAVE,warmup,3,completed,250,7410417,success,,none
create-confirm-r2-a2,250,SAVE,warmup,4,completed,250,12184375,success,,none
create-confirm-r2-a2,250,SAVE,measure,0,completed,250,15254291,success,,none
create-confirm-r2-a2,250,SAVE,measure,1,completed,250,6693000,success,,none
create-confirm-r2-a2,250,SAVE,measure,2,completed,250,6848833,success,,none
create-confirm-r2-a2,250,SAVE,measure,3,completed,250,6254375,success,,none
create-confirm-r2-a2,250,SAVE,measure,4,completed,250,6314042,success,,none
create-confirm-r2-a2,250,SAVE,measure,5,completed,250,6193125,success,,none
create-confirm-r2-a2,250,SAVE,measure,6,completed,250,6350083,success,,none
create-confirm-r2-a2,250,SAVE,measure,7,completed,250,6059625,success,,none
create-confirm-r2-a2,250,SAVE,measure,8,completed,250,5746791,success,,none
create-confirm-r2-a2,250,SAVE,measure,9,completed,250,6268000,success,,none
create-confirm-r2-a2,250,SAVE,measure,10,completed,250,6131291,success,,none
create-confirm-r2-a2,250,SAVE,measure,11,completed,250,5881500,success,,none
create-confirm-r2-a2,250,SAVE,measure,12,completed,250,6088542,success,,none
create-confirm-r2-a2,250,SAVE,measure,13,completed,250,6217958,success,,none
create-confirm-r2-a2,250,SAVE,measure,14,completed,250,5919292,success,,none
create-confirm-r2-a2,250,SAVE,measure,15,completed,250,6507875,success,,none
create-confirm-r2-a2,250,SAVE,measure,16,completed,250,6357542,success,,none
create-confirm-r2-a2,250,SAVE,measure,17,completed,250,6289708,success,,none
create-confirm-r2-a2,250,SAVE,measure,18,completed,250,6122750,success,,none
create-confirm-r2-a2,250,SAVE,measure,19,completed,250,6360125,success,,none
create-confirm-r2-a2,250,CREATE,warmup,0,completed,250,489808750,success,,none
create-confirm-r2-a2,250,CREATE,warmup,1,completed,251,464534667,success,,none
create-confirm-r2-a2,250,CREATE,measure,0,completed,252,460325958,success,,none
