run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail
screen-corrected-02,250,SAVE,warmup,2,completed,250,6494791,success,
screen-corrected-02,250,SAVE,warmup,3,completed,250,6386042,success,
screen-corrected-02,250,SAVE,warmup,4,completed,250,11625709,success,
screen-corrected-02,250,SAVE,measure,0,completed,250,17270125,success,
screen-corrected-02,250,SAVE,measure,1,completed,250,5804917,success,
screen-corrected-02,250,SAVE,measure,2,completed,250,5733416,success,
screen-corrected-02,250,SAVE,measure,3,completed,250,5500750,success,
screen-corrected-02,250,SAVE,measure,4,completed,250,4840875,success,
screen-corrected-02,250,SAVE,measure,5,completed,250,5557334,success,
screen-corrected-02,250,SAVE,measure,6,completed,250,5556458,success,
screen-corrected-02,250,SAVE,measure,7,completed,250,5634792,success,
screen-corrected-02,250,SAVE,measure,8,completed,250,4933959,success,
screen-corrected-02,250,SAVE,measure,9,completed,250,5157084,success,
screen-corrected-02,250,SAVE,measure,10,completed,250,4817208,success,
screen-corrected-02,250,SAVE,measure,11,completed,250,5170708,success,
screen-corrected-02,250,SAVE,measure,12,completed,250,4740458,success,
screen-corrected-02,250,SAVE,measure,13,completed,250,5399250,success,
screen-corrected-02,250,SAVE,measure,14,completed,250,4746042,success,
screen-corrected-02,250,SAVE,measure,15,completed,250,5136125,success,
screen-corrected-02,250,SAVE,measure,16,completed,250,5374167,success,
screen-corrected-02,250,SAVE,measure,17,completed,250,5295792,success,
screen-corrected-02,250,SAVE,measure,18,completed,250,5234792,success,
screen-corrected-02,250,SAVE,measure,19,completed,250,5035875,success,
screen-corrected-02,250,CREATE,warmup,0,completed,250,446175000,success,
screen-corrected-02,250,CREATE,warmup,1,completed,251,448534834,success,
screen-corrected-02,250,CREATE,measure,0,completed,252,410268916,success,
screen-corrected-02,250,CREATE,measure,1,completed,253,402944584,success,
screen-corrected-02,250,CREATE,measure,2,completed,254,406051917,success,
screen-corrected-02,250,CREATE,measure,3,completed,255,404654292,success,
screen-corrected-02,250,CREATE,measure,4,completed,256,404823084,success,
screen-corrected-02,1000,LINK,warmup,0,completed,1000,2175000,success,
screen-corrected-02,1000,LINK,warmup,1,completed,1000,1264417,success,
screen-corrected-02,1000,LINK,warmup,2,completed,1000,1156875,success,
screen-corrected-02,1000,LINK,warmup,3,completed,1000,1193000,success,
screen-corrected-02,1000,LINK,warmup,4,completed,1000,1068417,success,
screen-corrected-02,1000,LINK,measure,0,completed,1000,1037792,success,
screen-corrected-02,1000,LINK,measure,1,completed,1000,1068042,success,
screen-corrected-02,1000,LINK,measure,2,completed,1000,1056791,success,
screen-corrected-02,1000,LINK,measure,3,completed,1000,1054667,success,
screen-corrected-02,1000,LINK,measure,4,completed,1000,911292,success,
screen-corrected-02,1000,LINK,measure,5,completed,1000,967667,success,
screen-corrected-02,1000,LINK,measure,6,completed,1000,858791,success,
screen-corrected-02,1000,LINK,measure,7,completed,1000,819166,success,
screen-corrected-02,1000,LINK,measure,8,completed,1000,823292,success,
screen-corrected-02,1000,LINK,measure,9,completed,1000,822833,success,
screen-corrected-02,1000,LINK,measure,10,completed,1000,1394708,success,
screen-corrected-02,1000,LINK,measure,11,completed,1000,1074667,success,
screen-corrected-02,1000,LINK,measure,12,completed,1000,926041,success,
screen-corrected-02,1000,LINK,measure,13,completed,1000,885791,success,
screen-corrected-02,1000,LINK,measure,14,completed,1000,2128458,success,
screen-corrected-02,1000,LINK,measure,15,completed,1000,956375,success,
screen-corrected-02,1000,LINK,measure,16,completed,1000,825833,success,
screen-corrected-02,1000,LINK,measure,17,completed,1000,777500,success,
screen-corrected-02,1000,LINK,measure,18,completed,1000,799375,success,
screen-corrected-02,1000,LINK,measure,19,completed,1000,821708,success,
screen-corrected-02,1000,LIST,warmup,0,completed,1000,9325791,success,
screen-corrected-02,1000,LIST,warmup,1,completed,1000,8526583,success,
screen-corrected-02,1000,LIST,warmup,2,completed,1000,9863167,success,
screen-corrected-02,1000,LIST,warmup,3,completed,1000,8839250,success,
screen-corrected-02,1000,LIST,warmup,4,completed,1000,8974083,success,
screen-corrected-02,1000,LIST,measure,0,completed,1000,9493834,success,
screen-corrected-02,1000,LIST,measure,1,completed,1000,9364333,success,
screen-corrected-02,1000,LIST,measure,2,completed,1000,9153417,success,
screen-corrected-02,1000,LIST,measure,3,completed,1000,9344875,success,
screen-corrected-02,1000,LIST,measure,4,completed,1000,9408208,success,
screen-corrected-02,1000,LIST,measure,5,completed,1000,9311000,success,
screen-corrected-02,1000,LIST,measure,6,completed,1000,10270792,success,
screen-corrected-02,1000,LIST,measure,7,completed,1000,8845666,success,
screen-corrected-02,1000,LIST,measure,8,completed,1000,9018333,success,
screen-corrected-02,1000,LIST,measure,9,completed,1000,8438292,success,
screen-corrected-02,1000,LIST,measure,10,completed,1000,8217584,success,
screen-corrected-02,1000,LIST,measure,11,completed,1000,10039125,success,
screen-corrected-02,1000,LIST,measure,12,completed,1000,11295291,success,
screen-corrected-02,1000,LIST,measure,13,completed,1000,11780125,success,
screen-corrected-02,1000,LIST,measure,14,completed,1000,10717708,success,
screen-corrected-02,1000,LIST,measure,15,completed,1000,10628666,success,
screen-corrected-02,1000,LIST,measure,16,completed,1000,9461292,success,
screen-corrected-02,1000,LIST,measure,17,completed,1000,9866417,success,
screen-corrected-02,1000,LIST,measure,18,completed,1000,9453958,success,
screen-corrected-02,1000,LIST,measure,19,completed,1000,9452166,success,
screen-corrected-02,1000,SAVE,warmup,0,completed,1000,7001750,success,
screen-corrected-02,1000,SAVE,warmup,1,completed,1000,5947333,success,
screen-corrected-02,1000,SAVE,warmup,2,completed,1000,5332500,success,
screen-corrected-02,1000,SAVE,warmup,3,completed,1000,5356917,success,
screen-corrected-02,1000,SAVE,warmup,4,completed,1000,5557917,success,
screen-corrected-02,1000,SAVE,measure,0,completed,1000,5395583,success,
screen-corrected-02,1000,SAVE,measure,1,completed,1000,6016458,success,
screen-corrected-02,1000,SAVE,measure,2,completed,1000,6162125,success,
screen-corrected-02,1000,SAVE,measure,3,completed,1000,9170333,success,
screen-corrected-02,1000,SAVE,measure,4,completed,1000,6428042,success,
screen-corrected-02,1000,SAVE,measure,5,completed,1000,8711500,success,
screen-corrected-02,1000,SAVE,measure,6,completed,1000,7839750,success,
screen-corrected-02,1000,SAVE,measure,7,completed,1000,5921917,success,
screen-corrected-02,1000,SAVE,measure,8,completed,1000,5045292,success,
screen-corrected-02,1000,SAVE,measure,9,completed,1000,5175709,success,
screen-corrected-02,1000,SAVE,measure,10,completed,1000,4773541,success,
screen-corrected-02,1000,SAVE,measure,11,completed,1000,26534709,success,
screen-corrected-02,1000,SAVE,measure,12,completed,1000,4992083,success,
screen-corrected-02,1000,SAVE,measure,13,completed,1000,5109875,success,
screen-corrected-02,1000,SAVE,measure,14,completed,1000,5092833,success,
screen-corrected-02,1000,SAVE,measure,15,completed,1000,4897291,success,
screen-corrected-02,1000,SAVE,measure,16,completed,1000,4938916,success,
screen-corrected-02,1000,SAVE,measure,17,completed,1000,5052834,success,
screen-corrected-02,1000,SAVE,measure,18,completed,1000,4701209,success,
screen-corrected-02,1000,SAVE,measure,19,completed,1000,5019541,success,
screen-corrected-02,1000,CREATE,warmup,0,completed,1000,1466308167,success,
screen-corrected-02,1000,CREATE,warmup,1,completed,1001,1455635834,success,
screen-corrected-02,1000,CREATE,measure,0,completed,1002,1467007041,success,
screen-corrected-02,1000,CREATE,measure,1,completed,1003,1477396000,success,
screen-corrected-02,1000,CREATE,measure,2,completed,1004,1397781917,success,
screen-corrected-02,1000,CREATE,measure,3,completed,1005,1384046125,success,
screen-corrected-02,1000,CREATE,measure,4,completed,1006,1466173041,success,
screen-corrected-02,3000,LINK,warmup,0,completed,3000,4127583,success,
screen-corrected-02,3000,LINK,warmup,1,completed,3000,2733458,success,
screen-corrected-02,3000,LINK,warmup,2,completed,3000,2405917,success,
screen-corrected-02,3000,LINK,warmup,3,completed,3000,2182291,success,
screen-corrected-02,3000,LINK,warmup,4,completed,3000,2002583,success,
screen-corrected-02,3000,LINK,measure,0,completed,3000,2040834,success,
screen-corrected-02,3000,LINK,measure,1,completed,3000,4018208,success,
screen-corrected-02,3000,LINK,measure,2,completed,3000,2747375,success,
screen-corrected-02,3000,LINK,measure,3,completed,3000,2481708,success,
screen-corrected-02,3000,LINK,measure,4,completed,3000,2346459,success,
screen-corrected-02,3000,LINK,measure,5,completed,3000,2104708,success,
screen-corrected-02,3000,LINK,measure,6,completed,3000,1983750,success,
screen-corrected-02,3000,LINK,measure,7,completed,3000,1978583,success,
screen-corrected-02,3000,LINK,measure,8,completed,3000,2023792,success,
screen-corrected-02,3000,LINK,measure,9,completed,3000,2030083,success,
screen-corrected-02,3000,LINK,measure,10,completed,3000,1978416,success,
screen-corrected-02,3000,LINK,measure,11,completed,3000,2021209,success,
screen-corrected-02,3000,LINK,measure,12,completed,3000,2068125,success,
screen-corrected-02,3000,LINK,measure,13,completed,3000,2026375,success,
screen-corrected-02,3000,LINK,measure,14,completed,3000,1972542,success,
screen-corrected-02,3000,LINK,measure,15,completed,3000,1996834,success,
screen-corrected-02,3000,LINK,measure,16,completed,3000,1988875,success,
screen-corrected-02,3000,LINK,measure,17,completed,3000,2159250,success,
screen-corrected-02,3000,LINK,measure,18,completed,3000,2298666,success,
screen-corrected-02,3000,LINK,measure,19,completed,3000,2176958,success,
screen-corrected-02,3000,LIST,warmup,0,completed,3000,20328958,success,
screen-corrected-02,3000,LIST,warmup,1,completed,3000,16170500,success,
screen-corrected-02,3000,LIST,warmup,2,completed,3000,17669375,success,
screen-corrected-02,3000,LIST,warmup,3,completed,3000,19010542,success,
screen-corrected-02,3000,LIST,warmup,4,completed,3000,18988250,success,
screen-corrected-02,3000,LIST,measure,0,completed,3000,19933500,success,
screen-corrected-02,3000,LIST,measure,1,completed,3000,19242917,success,
screen-corrected-02,3000,LIST,measure,2,completed,3000,19340375,success,
screen-corrected-02,3000,LIST,measure,3,completed,3000,18448959,success,
screen-corrected-02,3000,LIST,measure,4,completed,3000,18673416,success,
screen-corrected-02,3000,LIST,measure,5,completed,3000,19094209,success,
screen-corrected-02,3000,LIST,measure,6,completed,3000,18472625,success,
screen-corrected-02,3000,LIST,measure,7,completed,3000,19106542,success,
screen-corrected-02,3000,LIST,measure,8,completed,3000,18651625,success,
screen-corrected-02,3000,LIST,measure,9,completed,3000,19572750,success,
screen-corrected-02,3000,LIST,measure,10,completed,3000,19160708,success,
screen-corrected-02,3000,LIST,measure,11,completed,3000,19206625,success,
screen-corrected-02,3000,LIST,measure,12,completed,3000,19190208,success,
screen-corrected-02,3000,LIST,measure,13,completed,3000,19388667,success,
screen-corrected-02,3000,LIST,measure,14,completed,3000,18890083,success,
screen-corrected-02,3000,LIST,measure,15,completed,3000,20334584,success,
screen-corrected-02,3000,LIST,measure,16,completed,3000,18897250,success,
screen-corrected-02,3000,LIST,measure,17,completed,3000,19089917,success,
screen-corrected-02,3000,LIST,measure,18,completed,3000,17781167,success,
screen-corrected-02,3000,LIST,measure,19,completed,3000,15713459,success,
screen-corrected-02,3000,SAVE,warmup,0,completed,3000,5766000,success,
screen-corrected-02,3000,SAVE,warmup,1,completed,3000,5210708,success,
screen-corrected-02,3000,SAVE,warmup,2,completed,3000,4819000,success,
screen-corrected-02,3000,SAVE,warmup,3,completed,3000,5692875,success,
screen-corrected-02,3000,SAVE,warmup,4,completed,3000,5231541,success,
screen-corrected-02,3000,SAVE,measure,0,completed,3000,6490250,success,
screen-corrected-02,3000,SAVE,measure,1,completed,3000,5657375,success,
screen-corrected-02,3000,SAVE,measure,2,completed,3000,5037917,success,
screen-corrected-02,3000,SAVE,measure,3,completed,3000,5325250,success,
screen-corrected-02,3000,SAVE,measure,4,completed,3000,4392292,success,
screen-corrected-02,3000,SAVE,measure,5,completed,3000,14042917,success,
screen-corrected-02,3000,SAVE,measure,6,completed,3000,5713459,success,
screen-corrected-02,3000,SAVE,measure,7,completed,3000,5370291,success,
screen-corrected-02,3000,SAVE,measure,8,completed,3000,4872000,success,
screen-corrected-02,3000,SAVE,measure,9,completed,3000,4764792,success,
screen-corrected-02,3000,SAVE,measure,10,completed,3000,7354292,success,
screen-corrected-02,3000,SAVE,measure,11,completed,3000,5734166,success,
screen-corrected-02,3000,SAVE,measure,12,completed,3000,4869959,success,
screen-corrected-02,3000,SAVE,measure,13,completed,3000,4829458,success,
screen-corrected-02,3000,SAVE,measure,14,completed,3000,4818084,success,
screen-corrected-02,3000,SAVE,measure,15,completed,3000,4678375,success,
screen-corrected-02,3000,SAVE,measure,16,completed,3000,4860041,success,
screen-corrected-02,3000,SAVE,measure,17,completed,3000,5141666,success,
screen-corrected-02,3000,SAVE,measure,18,completed,3000,5363333,success,
screen-corrected-02,3000,SAVE,measure,19,completed,3000,5457584,success,
screen-corrected-02,3000,CREATE,warmup,0,completed,3000,4286349708,success,
screen-corrected-02,3000,CREATE,warmup,1,completed,3001,4351548959,success,
screen-corrected-02,3000,CREATE,measure,0,completed,3002,4176507792,success,
screen-corrected-02,3000,CREATE,measure,1,completed,3003,4369945083,success,
screen-corrected-02,3000,CREATE,measure,2,completed,3004,4174363125,success,
screen-corrected-02,3000,CREATE,measure,3,completed,3005,4165738750,success,
screen-corrected-02,3000,CREATE,measure,4,completed,3006,4312176417,success,
