run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail
screen-01,250,LINK,warmup,0,completed,250,5295084,success,
screen-01,250,LINK,warmup,1,completed,250,788625,success,
screen-01,250,LINK,warmup,2,completed,250,628917,success,
screen-01,250,LINK,warmup,3,completed,250,620417,success,
screen-01,250,LINK,warmup,4,completed,250,590000,success,
screen-01,250,LINK,measure,0,completed,250,623750,success,
screen-01,250,LINK,measure,1,completed,250,623667,success,
screen-01,250,LINK,measure,2,completed,250,628167,success,
screen-01,250,LINK,measure,3,completed,250,613708,success,
screen-01,250,LINK,measure,4,completed,250,640417,success,
screen-01,250,LINK,measure,5,completed,250,619000,success,
screen-01,250,LINK,measure,6,completed,250,620166,success,
screen-01,250,LINK,measure,7,completed,250,608583,success,
screen-01,250,LINK,measure,8,completed,250,618041,success,
screen-01,250,LINK,measure,9,completed,250,579792,success,
screen-01,250,LINK,measure,10,completed,250,558125,success,
screen-01,250,LINK,measure,11,completed,250,539083,success,
screen-01,250,LINK,measure,12,completed,250,555458,success,
screen-01,250,LINK,measure,13,completed,250,538833,success,
screen-01,250,LINK,measure,14,completed,250,544625,success,
screen-01,250,LINK,measure,15,completed,250,549625,success,
screen-01,250,LINK,measure,16,completed,250,550542,success,
screen-01,250,LINK,measure,17,completed,250,939000,success,
screen-01,250,LINK,measure,18,completed,250,653333,success,
screen-01,250,LINK,measure,19,completed,250,596209,success,
screen-01,250,LIST,warmup,0,completed,250,6884209,success,
screen-01,250,LIST,warmup,1,completed,250,4941333,success,
screen-01,250,LIST,warmup,2,completed,250,8258250,success,
screen-01,250,LIST,warmup,3,completed,250,4787167,success,
screen-01,250,LIST,warmup,4,completed,250,6474792,success,
screen-01,250,LIST,measure,0,completed,250,5448500,success,
screen-01,250,LIST,measure,1,completed,250,4942833,success,
screen-01,250,LIST,measure,2,completed,250,5213416,success,
screen-01,250,LIST,measure,3,completed,250,5172417,success,
screen-01,250,LIST,measure,4,completed,250,5106334,success,
screen-01,250,LIST,measure,5,completed,250,4914625,success,
screen-01,250,LIST,measure,6,completed,250,4795750,success,
screen-01,250,LIST,measure,7,completed,250,4717792,success,
screen-01,250,LIST,measure,8,completed,250,4621583,success,
screen-01,250,LIST,measure,9,completed,250,4647000,success,
screen-01,250,LIST,measure,10,completed,250,4842250,success,
screen-01,250,LIST,measure,11,completed,250,4511792,success,
screen-01,250,LIST,measure,12,completed,250,4548541,success,
screen-01,250,LIST,measure,13,completed,250,4463750,success,
screen-01,250,LIST,measure,14,completed,250,4572417,success,
screen-01,250,LIST,measure,15,completed,250,4399833,success,
screen-01,250,LIST,measure,16,completed,250,4770709,success,
screen-01,250,LIST,measure,17,completed,250,4678792,success,
screen-01,250,LIST,measure,18,completed,250,4779667,success,
screen-01,250,LIST,measure,19,completed,250,4900500,success,
screen-01,250,SAVE,warmup,0,completed,250,14919417,success,
screen-01,250,SAVE,warmup,1,completed,250,7097916,success,
screen-01,250,SAVE,warmup,2,completed,250,6576916,success,
screen-01,250,SAVE,warmup,3,completed,250,6485917,success,
screen-01,250,SAVE,warmup,4,completed,250,11808792,success,
screen-01,250,SAVE,measure,0,completed,250,14720916,success,
screen-01,250,SAVE,measure,1,completed,250,6241083,success,
screen-01,250,SAVE,measure,2,completed,250,6194083,success,
screen-01,250,SAVE,measure,3,completed,250,5789000,success,
screen-01,250,SAVE,measure,4,completed,250,5278333,success,
screen-01,250,SAVE,measure,5,completed,250,5007875,success,
screen-01,250,SAVE,measure,6,completed,250,5136333,success,
screen-01,250,SAVE,measure,7,completed,250,4980958,success,
screen-01,250,SAVE,measure,8,completed,250,5406792,success,
screen-01,250,SAVE,measure,9,completed,250,5120667,success,
screen-01,250,SAVE,measure,10,completed,250,4779666,success,
screen-01,250,SAVE,measure,11,completed,250,4656417,success,
screen-01,250,SAVE,measure,12,completed,250,4672583,success,
screen-01,250,SAVE,measure,13,completed,250,5281750,success,
screen-01,250,SAVE,measure,14,completed,250,4849000,success,
screen-01,250,SAVE,measure,15,completed,250,5547750,success,
screen-01,250,SAVE,measure,16,completed,250,5041584,success,
screen-01,250,SAVE,measure,17,completed,250,5304917,success,
screen-01,250,SAVE,measure,18,completed,250,5289500,success,
screen-01,250,SAVE,measure,19,completed,250,4836500,success,
screen-01,250,CREATE,warmup,0,completed,250,430336125,success,
screen-01,250,CREATE,warmup,1,completed,251,406244666,success,
screen-01,250,CREATE,measure,0,completed,252,403642208,success,
screen-01,250,CREATE,measure,1,completed,253,397558791,success,
screen-01,250,CREATE,measure,2,completed,254,399814875,success,
screen-01,250,CREATE,measure,3,completed,255,403461959,success,
screen-01,250,CREATE,measure,4,completed,256,392750834,success,
screen-01,1000,LINK,warmup,0,completed,1000,2275792,success,
screen-01,1000,LINK,warmup,1,completed,1000,1288542,success,
screen-01,1000,LINK,warmup,2,completed,1000,1065416,success,
screen-01,1000,LINK,warmup,3,completed,1000,1028250,success,
screen-01,1000,LINK,warmup,4,completed,1000,1004417,success,
screen-01,1000,LINK,measure,0,completed,1000,973416,success,
screen-01,1000,LINK,measure,1,completed,1000,979167,success,
screen-01,1000,LINK,measure,2,completed,1000,987500,success,
screen-01,1000,LINK,measure,3,completed,1000,990667,success,
screen-01,1000,LINK,measure,4,completed,1000,1013625,success,
screen-01,1000,LINK,measure,5,completed,1000,1083125,success,
screen-01,1000,LINK,measure,6,completed,1000,1459583,success,
screen-01,1000,LINK,measure,7,completed,1000,934875,success,
screen-01,1000,LINK,measure,8,completed,1000,869292,success,
screen-01,1000,LINK,measure,9,completed,1000,854625,success,
screen-01,1000,LINK,measure,10,completed,1000,806875,success,
screen-01,1000,LINK,measure,11,completed,1000,822541,success,
screen-01,1000,LINK,measure,12,completed,1000,831250,success,
screen-01,1000,LINK,measure,13,completed,1000,830333,success,
screen-01,1000,LINK,measure,14,completed,1000,830792,success,
screen-01,1000,LINK,measure,15,completed,1000,824458,success,
screen-01,1000,LINK,measure,16,completed,1000,850667,success,
screen-01,1000,LINK,measure,17,completed,1000,881292,success,
screen-01,1000,LINK,measure,18,completed,1000,963541,success,
screen-01,1000,LINK,measure,19,completed,1000,905667,success,
screen-01,1000,LIST,warmup,0,completed,1000,17036833,success,
screen-01,1000,LIST,warmup,1,completed,1000,17683958,success,
screen-01,1000,LIST,warmup,2,completed,1000,16992541,success,
screen-01,1000,LIST,warmup,3,completed,1000,15816834,success,
screen-01,1000,LIST,warmup,4,completed,1000,18197625,success,
screen-01,1000,LIST,measure,0,completed,1000,16695917,success,
screen-01,1000,LIST,measure,1,completed,1000,16240833,success,
screen-01,1000,LIST,measure,2,completed,1000,16127917,success,
screen-01,1000,LIST,measure,3,completed,1000,16952917,success,
screen-01,1000,LIST,measure,4,completed,1000,17083959,success,
screen-01,1000,LIST,measure,5,completed,1000,16630458,success,
screen-01,1000,LIST,measure,6,completed,1000,16108208,success,
